loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
default,22391.672,60.0,13.115299,c,debt_consolidation,9.869442,49895.555
default,11367.171,60.0,18.281769,e,debt_consolidation,3.8984861,62620.305
default,20000.0,60.0,16.679771,e,debt_consolidation,10.0,58470.348
default,14934.485,36.0,11.649517,c,debt_consolidation,2.3930886,36131.03
default,15000.0,60.0,13.385725,b,debt_consolidation,7.513088,75248.69
default,6000.0,36.0,13.4005995,a,debt_consolidation,8.919422,66000.0
default,16497.033,60.0,15.673534,d,debt_consolidation,10.0,75000.0
default,5039.2285,60.0,12.471018,c,debt_consolidation,9.551672,46620.668
default,7731.7417,36.417336,14.331289,c,other,7.8782773,104017.39
default,25294.248,60.0,15.025402,b,debt_consolidation,7.5221205,48000.0
default,16000.0,60.0,13.593099,c,debt_consolidation,5.1748686,47896.86
default,20000.0,60.0,16.84265,d,debt_consolidation,10.0,60605.41
default,15226.347,41.43233,13.640756,c,debt_consolidation,3.9053884,104226.34
default,18118.162,60.0,12.4353,e,debt_consolidation,6.30855,45000.0
default,25448.191,60.0,14.840791,b,debt_consolidation,6.217786,53080.633
default,10062.208,60.0,18.457447,e,debt_consolidation,2.1777368,50004.0
default,33541.207,60.0,12.667387,b,debt_consolidation,9.7935095,109569.24
default,12622.004,41.28095,11.968919,b,home_improvement,9.779961,38000.0
default,1468.9978,50.881042,12.089416,c,debt_consolidation,2.2400868,24000.0
default,20000.0,55.69777,13.811096,c,debt_consolidation,1.8207403,42179.258
default,8064.217,60.0,15.800779,b,other,1.0,50000.0
default,15034.572,60.0,15.559495,b,debt_consolidation,10.0,55000.0
default,25000.0,60.0,19.092825,b,debt_consolidation,1.4759424,50000.0
default,3242.9304,56.56557,16.405806,c,other,3.5706964,30000.0
default,14007.289,59.56266,12.022983,d,debt_consolidation,4.9635553,85000.0
default,10000.0,36.0,9.402921,b,other,8.579901,38318.85
default,4012.6985,36.0,10.077291,e,debt_consolidation,2.932274,14979.683
default,8000.0,36.0,14.772755,b,debt_consolidation,7.6867023,40000.0
default,30000.0,43.154728,14.254194,f,debt_consolidation,10.0,96403.77
default,15000.0,60.0,16.513357,b,debt_consolidation,4.5638685,83093.98
default,12000.0,60.0,18.991611,e,debt_consolidation,7.439852,40000.0
default,5000.0,36.0,13.802584,b,debt_consolidation,4.976609,91195.32
default,4883.8853,36.0,13.473004,b,debt_consolidation,1.4834471,36000.0
default,3019.7053,59.763535,17.108124,b,debt_consolidation,9.960589,261825.31
default,10000.0,60.0,17.658485,d,credit_card,7.503837,40002.22
default,9000.0,50.85688,13.210922,b,small_business,3.6190367,26771.422
default,15000.0,60.0,14.24387,d,debt_consolidation,3.880473,98559.766
default,30855.59,54.201374,17.167063,f,home_improvement,3.2751715,150000.0
default,2020.4501,36.0,12.969921,b,other,4.681012,33000.0
default,16000.0,39.052696,15.868916,d,debt_consolidation,3.8903694,78436.4
default,1766.8994,36.0,11.323261,c,other,8.665503,80000.0
default,23068.379,36.0,12.256407,b,small_business,2.9316218,95170.945
default,20663.547,60.0,14.589702,e,debt_consolidation,1.4101799,62321.246
default,16843.555,60.0,12.06956,b,debt_consolidation,10.0,50250.312
default,17975.332,36.394672,13.365873,e,debt_consolidation,10.0,36717.473
default,12000.0,60.0,14.130777,c,home_improvement,9.464526,60089.246
default,901.3438,36.0,10.32421,c,other,2.9731243,12000.0
default,6021.5205,37.032997,16.047375,d,other,4.8708754,49004.78
default,1038.9939,36.0,16.013395,b,wedding,1.0,27000.0
default,4158.9863,36.0,11.144503,b,debt_consolidation,6.7293906,83469.36
default,2439.1553,36.0,11.656289,c,other,8.433791,31126.47
default,9999.712,36.0,8.488586,a,debt_consolidation,10.0,50000.0
default,1928.7006,53.155254,16.926683,c,debt_consolidation,2.2851977,37713.79
default,10000.0,60.0,20.98425,b,debt_consolidation,2.6447654,40006.54
default,2117.4517,43.069244,14.403501,c,other,5.061863,27423.27
default,3701.4866,42.0892,7.7617245,b,debt_consolidation,1.0,24000.0
default,18000.0,46.526566,13.73356,c,debt_consolidation,7.8069654,102438.61
default,33541.207,60.0,22.74,f,debt_consolidation,10.0,120285.016
default,18875.703,60.0,18.891329,e,debt_consolidation,5.350381,49697.188
default,20000.0,60.0,22.188381,f,debt_consolidation,8.0,72968.1
default,12543.691,43.689266,16.182419,e,home_improvement,4.5630894,141356.52
default,15000.0,54.59735,18.219074,b,debt_consolidation,1.7748896,36004.945
default,4776.8687,47.10301,11.078965,f,debt_consolidation,4.1494985,24455.66
default,33155.953,60.0,16.022913,e,debt_consolidation,10.0,116930.79
default,1151.674,36.0,12.816686,c,educational,1.5055798,12000.0
default,8000.0,60.0,16.20063,d,debt_consolidation,8.507544,33773.15
default,10000.0,41.81863,13.678137,c,debt_consolidation,1.242443,52378.777
default,4500.0,52.259792,13.5440855,b,debt_consolidation,3.0,26000.0
default,6905.2803,36.0,10.08,b,debt_consolidation,4.6211214,49207.04
default,6000.0,36.0,17.405312,b,vacation,7.9704924,53000.0
default,6000.0,49.56759,12.563556,e,debt_consolidation,5.477471,53518.43
default,4454.7334,60.0,19.091501,a,major_purchase,3.9053316,26394.725
default,9000.0,59.728195,15.554145,b,debt_consolidation,3.0,34000.0
default,4500.0,36.8322,8.748674,b,debt_consolidation,3.0,26000.0
default,5000.0,36.0,12.901073,a,debt_consolidation,9.825899,41000.0
default,5615.145,59.0913,15.107949,b,car,1.1514498,51615.145
default,21742.375,42.183006,10.366498,f,debt_consolidation,2.0305011,72371.19
default,9523.66,41.716084,14.58787,b,other,2.905361,40071.45
default,7000.0,60.0,13.860753,c,credit_card,3.7375107,49947.32
default,3293.5613,36.0,7.77164,b,credit_card,2.290409,38912.88
default,10752.711,58.58134,16.786865,b,debt_consolidation,3.8226678,75000.0
default,14125.0,45.731354,17.728336,d,debt_consolidation,1.0,29513.432
default,16000.0,60.0,10.804929,e,debt_consolidation,7.927163,97825.24
default,3877.9204,60.0,14.593517,e,debt_consolidation,6.168805,50000.0
default,18069.693,60.0,17.33133,b,debt_consolidation,6.4424605,41665.477
default,15000.0,46.99176,13.978961,d,debt_consolidation,6.74794,50095.06
default,2000.0,46.949383,16.129274,c,debt_consolidation,1.4562243,37962.023
default,2500.0,36.0,9.381468,b,other,1.0,32000.0
default,12972.184,44.901142,10.709892,c,credit_card,4.9670467,75629.12
default,24052.73,60.0,17.797289,c,debt_consolidation,3.2109246,180000.0
default,20000.0,60.0,17.912064,e,debt_consolidation,3.5349643,60000.0
default,20978.22,60.0,14.915918,e,debt_consolidation,10.0,47368.816
default,11184.482,60.0,18.995739,d,debt_consolidation,7.066502,159998.7
default,14894.283,40.228676,13.068462,c,debt_consolidation,3.0571692,68933.45
default,5000.0,60.0,14.776163,d,debt_consolidation,1.9354409,29237.787
default,4000.0,60.0,15.613368,c,debt_consolidation,1.8054457,35899.656
default,9723.131,52.61214,14.653587,b,debt_consolidation,9.384345,68000.0
default,4000.0,36.0,9.021127,b,debt_consolidation,7.711422,34762.86
default,10633.691,36.0,12.443406,c,other,1.792114,39436.016
default,16446.568,60.0,9.452576,d,debt_consolidation,6.09252,65000.0
default,14799.072,60.0,16.171593,d,credit_card,4.4064918,121598.15
default,21822.486,36.0,18.355698,e,debt_consolidation,1.8224872,93848.516
default,15395.881,50.498867,18.18673,d,debt_consolidation,8.812358,60000.0
default,30417.479,60.0,22.694023,e,credit_card,10.0,143882.11
default,12082.287,36.0,13.421784,d,debt_consolidation,1.6708522,27987.443
default,10103.364,36.0,11.685289,c,medical,3.4134572,80000.0
default,15000.0,60.0,18.333712,d,debt_consolidation,2.5938158,54000.0
default,5788.581,46.148117,13.243728,e,debt_consolidation,2.8456764,74000.0
default,8088.709,53.032127,16.65193,c,debt_consolidation,10.0,59679.16
default,20000.0,39.998447,11.636462,b,debt_consolidation,9.000388,44166.6
default,6500.0,60.0,10.406711,b,debt_consolidation,10.0,63000.0
default,15012.965,36.889027,15.204064,c,debt_consolidation,6.148171,38014.816
default,1969.6635,36.0,13.754488,b,home_improvement,3.02244,78595.516
default,10018.443,59.40982,16.270653,b,debt_consolidation,5.9016366,53000.0
default,7923.8013,60.0,16.770557,d,debt_consolidation,7.3330464,36000.0
default,31379.299,60.0,13.025106,f,credit_card,3.0,69529.79
default,25000.0,47.732,11.366997,e,debt_consolidation,5.3994994,50002.043
default,7914.534,36.0,13.268961,d,debt_consolidation,4.759697,34916.434
default,14000.0,53.778015,16.207115,b,debt_consolidation,2.5554967,40000.0
default,4800.0,60.0,15.447601,a,home_improvement,9.848325,70015.11
default,20495.46,60.0,17.934912,d,debt_consolidation,6.468232,109996.04
default,15084.455,36.0,11.577421,c,debt_consolidation,2.0,36750.715
default,3000.0,36.0,10.392549,b,debt_consolidation,3.0805295,40000.0
default,9000.0,40.067917,15.860175,e,debt_consolidation,2.525469,60000.0
default,16677.814,60.0,15.4954815,b,debt_consolidation,4.313212,50003.793
default,9883.348,60.0,13.603286,b,debt_consolidation,3.303238,70000.0
default,24266.277,60.0,13.186846,f,debt_consolidation,9.934891,180000.0
default,2500.0,36.0,9.29035,c,debt_consolidation,2.5140452,36000.0
default,12564.787,60.0,15.976928,e,debt_consolidation,4.134804,25926.834
default,25000.0,60.0,16.56519,e,debt_consolidation,4.7485604,119049.59
default,24534.955,39.964592,13.9672575,c,credit_card,10.0,128333.72
default,10700.743,36.0,11.789144,d,other,3.1022286,49648.227
default,14352.3545,38.858746,11.126457,b,debt_consolidation,1.595572,74880.88
default,9154.186,36.0,9.613744,b,debt_consolidation,1.5144595,23001.941
default,2864.2979,40.65265,14.112275,a,debt_consolidation,1.0,35196.7
default,20297.225,60.0,14.636645,d,debt_consolidation,3.433307,48083.887
default,4862.094,43.451317,10.36232,a,small_business,5.758114,101683.32
default,25694.85,60.0,14.639334,g,debt_consolidation,7.8506665,65000.0
default,3600.0,36.60441,10.385613,b,credit_card,4.9496326,35483.508
default,1938.8424,54.128876,10.866193,d,debt_consolidation,1.7553698,9600.0
default,15456.197,60.0,18.094494,c,debt_consolidation,1.0,55000.0
default,15000.0,37.3103,13.995832,d,debt_consolidation,9.054596,40978.457
default,8891.326,39.13462,10.236049,d,debt_consolidation,1.0,21192.885
default,25000.0,60.0,20.81957,b,debt_consolidation,7.7911997,45401.105
default,3272.1118,36.0,10.697093,b,debt_consolidation,10.0,76691.72
default,9820.161,60.0,15.391839,d,debt_consolidation,2.7983935,32550.402
default,12000.0,60.0,15.894399,c,debt_consolidation,4.8852787,74038.24
default,14864.286,60.0,16.53488,d,debt_consolidation,8.642865,33692.285
default,17381.287,60.0,13.617917,b,debt_consolidation,6.635477,86270.95
default,15000.0,56.081303,18.513964,d,debt_consolidation,9.183605,46418.36
default,30000.0,60.0,14.874735,e,debt_consolidation,3.6769369,115297.44
default,6926.842,36.0,12.9423485,d,debt_consolidation,6.4147363,54000.0
default,24000.0,47.03725,13.6911745,c,debt_consolidation,7.700573,160000.0
default,5000.0,36.0,12.029387,c,small_business,1.8991241,49835.965
default,20000.0,51.81942,13.473316,e,credit_card,6.932283,90000.0
default,15000.0,60.0,9.939254,b,debt_consolidation,9.187719,64475.086
default,11432.807,60.0,14.87536,e,debt_consolidation,8.643344,36000.0
default,4000.0,52.879272,9.428827,b,major_purchase,1.0,32461.367
default,7510.231,36.0,12.090378,b,debt_consolidation,2.0,36306.906
default,25000.0,60.0,19.972048,f,debt_consolidation,6.7513275,100000.0
default,10323.143,60.0,13.067571,b,debt_consolidation,6.1222925,40000.0
default,14605.274,60.0,19.406645,b,debt_consolidation,2.4738412,36000.0
default,16863.889,38.18666,19.46129,b,other,1.091111,60000.0
default,5660.1367,56.391792,15.23829,b,car,7.548974,52353.457
default,7673.122,36.0,16.110151,b,home_improvement,3.9407213,29803.473
default,25995.355,60.0,18.712456,e,debt_consolidation,9.6284275,50000.0
default,33541.207,60.0,14.386444,b,credit_card,8.583103,70383.68
default,12000.0,60.0,8.9,c,small_business,3.2692232,50000.0
default,16500.0,60.0,11.71,b,debt_consolidation,4.0272646,33000.0
default,12000.0,60.0,15.220895,b,home_improvement,8.920267,41978.406
default,3278.89,37.98102,11.359895,a,debt_consolidation,6.5047445,32000.0
default,7978.8887,57.973324,15.033644,c,debt_consolidation,2.8311102,100000.0
default,5099.833,60.0,11.482992,a,debt_consolidation,7.9983315,60000.0
default,12000.0,60.0,15.310051,b,debt_consolidation,6.454156,30000.0
default,17000.0,54.43934,13.107117,e,debt_consolidation,8.37814,64953.66
default,12106.666,48.799953,11.122673,c,debt_consolidation,3.9333372,34468.535
default,6000.0,36.0,14.43629,b,debt_consolidation,5.519379,54964.914
default,12659.21,60.0,16.639618,d,home_improvement,7.31842,257927.62
default,7135.2065,36.0,7.6988235,c,debt_consolidation,2.8647935,113040.56
default,19854.883,60.0,14.724991,c,credit_card,3.1609402,40000.0
default,10732.682,60.0,12.183392,c,debt_consolidation,6.742455,36855.434
default,11647.996,36.0,12.963649,d,debt_consolidation,3.408017,30000.0
default,25940.65,60.0,19.202728,e,debt_consolidation,8.065428,50000.0
default,10254.705,57.74136,10.591951,d,debt_consolidation,1.90589,27443.586
default,2017.2479,46.89664,13.234819,b,other,10.0,89660.27
default,5426.458,53.650047,13.81634,c,debt_consolidation,2.322907,51997.06
default,21000.0,37.07101,16.56854,c,debt_consolidation,1.0446254,112399.445
default,15000.0,45.876797,15.288846,c,debt_consolidation,2.411533,99586.11
default,19740.58,60.0,17.78359,d,debt_consolidation,6.7069864,46774.418
default,5000.0,36.0,9.724138,c,home_improvement,7.8670692,45000.0
default,5000.0,42.411293,10.346976,d,debt_consolidation,6.1985884,26936.787
default,33541.207,60.0,18.78962,e,debt_consolidation,3.5863998,70586.4
default,8052.5835,36.0,11.939955,d,debt_consolidation,2.1051667,60000.0
default,6818.0386,46.91769,12.162449,b,major_purchase,5.3607697,43336.473
default,10315.801,39.789608,9.986878,a,debt_consolidation,8.0,179910.62
default,16254.8955,60.0,9.707978,b,debt_consolidation,4.485144,36219.332
default,16772.555,45.097786,15.838612,d,debt_consolidation,4.4116697,75000.0
default,9999.495,59.969692,11.863043,d,credit_card,2.0025256,24000.0
default,8500.0,36.0,11.1470785,d,debt_consolidation,10.0,59893.65
default,6420.435,36.0,15.356584,d,debt_consolidation,3.0910134,28000.0
default,3555.821,36.0,14.693518,e,debt_consolidation,3.0,50000.0
default,10097.569,36.0,12.835933,c,debt_consolidation,9.581844,60000.0
default,1152.4329,36.0,12.313238,c,medical,3.0854027,60000.0
default,3036.817,36.0,10.5643425,b,debt_consolidation,1.9204216,25000.0
default,7000.0,36.0,17.293182,e,debt_consolidation,1.4463995,76839.69
default,1883.6665,48.83198,14.780375,a,car,6.742662,22800.0
default,3094.4958,42.330254,12.103069,a,other,4.055042,84214.17
default,22530.809,60.0,12.69,b,debt_consolidation,4.7394066,44753.53
default,25000.0,52.64315,19.326784,d,debt_consolidation,8.467323,74532.66
default,24018.27,60.0,13.045884,e,debt_consolidation,9.707692,66061.38
default,5000.0,36.0,13.977049,d,debt_consolidation,4.852748,54997.71
default,4212.669,36.0,13.637094,a,debt_consolidation,1.0921373,12055.282
default,33541.207,60.0,18.243422,g,debt_consolidation,1.9619986,108553.445
default,2517.348,36.0,13.800066,d,medical,2.7823193,30746.795
default,2437.7937,36.0,12.500135,b,other,10.0,72000.0
default,4121.0825,50.529926,11.221109,b,other,1.3945863,20002.422
default,19445.795,36.0,17.996841,c,debt_consolidation,3.6626155,78000.0
default,11205.151,36.0,7.812796,e,debt_consolidation,4.5896964,64841.03
default,2171.5457,42.82907,9.578557,d,other,10.0,45000.0
default,9308.354,50.0049,9.058795,b,debt_consolidation,5.501226,66416.46
default,15000.0,60.0,15.993746,d,debt_consolidation,6.6866903,77313.31
default,24224.062,41.37751,18.317968,e,debt_consolidation,5.3443775,261825.31
default,2938.3855,38.957493,18.79462,d,debt_consolidation,3.6303132,30000.0
default,27746.549,49.183434,15.813166,g,debt_consolidation,2.8027608,124448.49
default,9750.0,36.0,17.2592,e,debt_consolidation,3.8649797,21491.984
default,20302.645,45.473034,18.022566,c,debt_consolidation,3.4211612,69000.0
default,13666.698,52.003002,13.136612,c,debt_consolidation,10.0,36599.926
default,25000.0,60.0,13.606966,b,debt_consolidation,6.814385,45309.645
default,12000.0,38.87512,10.387553,c,debt_consolidation,3.8802032,42000.0
default,33541.207,60.0,17.347878,c,debt_consolidation,2.7170403,65000.0
default,2475.9456,36.0,12.792392,c,other,4.686896,27292.22
default,13755.219,60.0,13.474905,d,debt_consolidation,7.5521865,50611.953
default,12000.0,60.0,14.70244,e,debt_consolidation,4.0420837,40000.0
default,15000.0,41.79717,15.388746,d,debt_consolidation,10.0,53768.113
default,12000.0,52.559322,16.622839,e,debt_consolidation,7.829802,63724.01
default,4370.8413,55.094196,20.562628,c,other,2.6132255,150000.0
default,10887.145,36.0,9.373666,e,debt_consolidation,9.458296,21054.17
default,6615.177,44.60707,9.549501,a,car,4.641372,45742.016
default,10000.0,36.0,7.8748465,d,debt_consolidation,2.3454165,80000.0
default,5907.0874,36.0,10.227888,c,other,1.6757295,22825.117
default,4879.3896,36.0,13.267382,e,debt_consolidation,1.0,26971.053
default,20000.0,43.37881,11.211364,c,debt_consolidation,3.4596033,33614.902
default,15762.122,60.0,14.612605,d,debt_consolidation,6.18939,74702.66
default,6010.9697,36.0,9.744551,c,debt_consolidation,6.036566,60997.863
default,7000.0,36.0,7.9821825,b,debt_consolidation,4.0690427,43822.945
default,2819.5793,57.650482,14.466942,d,other,1.0,20447.443
default,9495.565,36.0,12.566359,b,debt_consolidation,7.9458156,120000.0
default,6973.5703,60.0,17.616823,e,house,3.6035516,68132.15
default,16959.645,60.0,13.76765,e,debt_consolidation,9.161425,52838.574
default,25000.0,60.0,16.644571,d,debt_consolidation,5.141376,53972.453
default,22620.016,37.64594,6.956286,b,debt_consolidation,2.8628383,50000.0
default,3000.0,39.31692,11.339208,b,debt_consolidation,3.9674356,47376.92
default,17500.0,60.0,19.176558,e,debt_consolidation,4.949938,45000.0
default,1721.2881,36.0,13.7727,d,debt_consolidation,3.3828251,38323.434
default,25000.0,60.0,19.904179,b,debt_consolidation,4.37432,78000.0
default,4000.0,36.0,13.331104,c,other,1.0,12000.0
default,31978.215,60.0,16.95349,e,debt_consolidation,2.6758819,135000.0
